;ISBN 13;Book title
5929;9780739302866;Haunted
5930;9780224063029;Nonfiction
5931;9780224064453;Haunted
5932;9782070756278;Survivant
5933;9789879397503;Fantasmas
5934;9788439711865;Error humano
5935;9780743231510;Life After God
5936;9781550548181;City of Glass: Douglas Coupland's Vancouver
5937;9781553651529;Terry: Terry Fox and His Marathon of Hope
5938;9780007117536;All Families Are Psychotic
5939;9780743231534;Shampoo Planet
5940;9780425190449;All Tomorrow's Parties (Bridge  #3)
5941;9780399154300;Spook Country (Blue Ant  #2)
5942;9780060539825;Burning Chrome (Sprawl  #0)
5943;9780425190456;Idoru (Bridge #2)
5944;9780140157727;Virtual Light (Bridge  #1)
5945;9781892391186;Stable Strategies and Others
5946;9780485006070;Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson
5947;9780060732981;The Neil Gaiman Audio Collection
5948;9780060587031;The Day I Swapped My Dad for Two Goldfish
5949;9781563893339;Death: The Time of Your Life (Death of the Endless  #2)
5950;9781569719367;Creatures of the Night
5951;9780785110675;New X-Men  Volume 4: Riot at Xavier's
5952;9781563892677;The Invisibles  Volume 1: Say You Want a Revolution
5953;9781563891892;The Mystery Play
5954;9781401209339;Kid Eternity
5955;9780785108115;New X-Men  Volume 1: E Is for Extinction
5956;9781401209254;Seven Soldiers of Victory  Volume 1
5957;9781563890345;Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1)
5958;9781401200138;The Filth
5959;9781401212025;Doom Patrol  Vol. 5: Magic Bus
5960;9781563893698;JLA  Vol. 1: New World Order
5961;9781563890284;Batman: Gothic
5962;9781563896316;JLA: Earth 2
5963;9780785123262;New X-Men: Omnibus
5964;9780312339920;Superfolks
5965;9781563894534;Kill Your Boyfriend
5966;9781401204259;Batman: Arkham Asylum - A Serious House on Serious Earth
5967;9789872249755;JLA: Tierra 2
5968;9781401209995;Doom Patrol  Vol. 4: Musclebound
5969;9780785113454;New X-Men  Volume 7: Here Comes Tomorrow
5970;9781401200190;The Invisibles  Vol. 7: The Invisible Kingdom
5971;9781563897283;The Invisibles  Vol. 3: Entropy in the U.K.
5972;9780689869037;Invisible
5973;9781563894442;The Invisibles  Vol. 4: Bloody Hell in America
5974;9781563896002;The Invisibles  Vol. 6: Kissing Mister Quimper
5975;9781931882200;Invisible Residents: The Reality of Underwater UFOs
5976;9781563894893;The Invisibles  Vol. 5: Counting to None
5977;9780262681353;The Invisible Heart: An Economic Romance
5978;9781563894817;Transmetropolitan  Vol. 2: Lust for Life
5979;9781563895685;Transmetropolitan  Vol. 3: Year of the Bastard
5980;9781563897221;Transmetropolitan  Vol. 5: Lonely City
5981;9781563896279;Transmetropolitan  Vol. 4: The New Scum
5982;9781563899539;Transmetropolitan  Vol. 8: Dirge
5983;9781401202170;Transmetropolitan  Vol. 10: One More Time
5984;9781563899881;Transmetropolitan  Vol. 9: The Cure
5985;9781563898945;Transmetropolitan  Vol. 7: Spider's Thrash
5986;9781400076857;Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category
5987;9780141011110;The Fabric of the Cosmos: Space  Time and the Texture of Reality
5988;9780691120270;The Meaning of Relativity (Science Library)
5989;9780736697507;The Fabric of the Cosmos: Space  Time and the Texture of Reality
5990;9781932857191;Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History
5991;9781932857009;Under the Influence: The Disinformation Guide to Drugs
5992;9780966410075;You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths
5993;9780393978674;The Origin of Species
5994;9780060843373;Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day
5995;9780451529060;The Origin of Species
5996;9780785819110;The Origin of Species
5997;9780679731184;The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics
5998;9780486434148;Discourse on the Origin of Inequality
5999;9780385423755;On the Origins of War and the Preservation of Peace
6000;9780805242256;The Origins of Totalitarianism
6001;9780618057078;The Origin of Consciousness in the Breakdown of the Bicameral Mind
6002;9780744002539;Final Fantasy Origins - Official Strategy Guide
6003;9780807050736;Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World
6004;9780061196676;Smithsonian Intimate Guide to Human Origins
6005;9780521855266;Economic Origins of Dictatorship and Democracy
6007;9780029221303;The Origins of the Civil Rights Movements: Black Communities Organizing for Change
6008;9780842383677;The Origin of the Bible
6009;9780393327069;Country of Origin
6010;9780060957605;The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy
6011;9780812696066;The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk
6012;9780664229832;The Gospel According to the Beatles
6013;9781596911048;JPod
6014;9781888451702;Hairstyles of the Damned
6015;9780385488372;Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars
6016;9780385488358;Merlin's Tour of the Universe
6017;9780393062243;Death by Black Hole: And Other Cosmic Quandaries
6018;9780967575605;Tales from the Dark Tower
6019;9780340827215;The Dark Tower (The Dark Tower #7)
6020;9780670032549;The Gunslinger
6021;9781413900200;Gunslinger Girl  Vol. 1
6022;9780822309321;Gunslinger
6023;9780765341136;Wasteland of Flint
6024;9781932664591;Cities in Dust (Wasteland #1)
6025;9780071433716;Slim to None: A Journey Through the Wasteland of Anorexia Treatment
6026;9780842358934;Sit  Walk  Stand
6027;9781416507680;Prayers for the Assassin (Assassin Trilogy #1)
6028;9780765316929;Voices From the Street
6029;9780806523798;The Minority Report: 18 Classic Stories
6030;9781857983418;Flow My Tears  the Policeman Said
6031;9781400030064;The Crack in Space
6032;9788498000832;Ubik
6033;9780345253590;The Best of Philip K. Dick
6034;9781400030125;Vulcan's Hammer
6035;9781933110455;Carly's Sound
6036;9781844670536;The System of Objects
6037;9781845203344;The Intelligence of Evil or the Lucidity Pact
6038;9781840460872;Introducing Baudrillard
6039;9780806509020;Existentialism and Human Emotions
6040;9780141185491;Nausea
6041;9780553251616;From Socrates to Sartre: The Philosophic Quest
6042;9780872205543;The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only))
6043;9780743255905;The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy
6044;9780767907811;Bookends
6045;9780140276909;Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon
6046;9780613997638;Open House
6047;9781886230354;Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions
6048;9780679764410;American Sphinx: The Character of Thomas Jefferson
6049;9780425183762;Line Of Vision
6050;9780452287143;The Other Woman
6051;9780380781362;No Other Woman (No Other  #2)
6052;9780373713448;The Other Woman (Dundee  Idaho  #7)
6053;9781562802349;The Other Woman
6054;9780380792047;Sins of a Shaker Summer (Sister Rose Callahan  #3)
6055;9781591162025;InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1)
6056;9783453189348;Pusteblume
6057;9788497936736;¿Quién te lo ha contado?
6058;9782714438133;Une vie de rêve
6059;9781400002214;Por los pelos
6060;9780141007472;Under the Duvet
6061;9788497599177;Rachel se va de viaje (La familia Walsh  #2)
6062;9783548603254;Yeats ist tot!
6063;9782266130608;Le Club de la dernière chance
6064;9782266108270;Les vacances de Rachel (Walsh Family  #2)
6065;9788401329548;Rachel se va de viaje (La familia Walsh  #2)
6066;9783453868571;Auszeit für Engel Walsh Family  #3)
6067;9780099461265;Open House
6068;9780373250479;Slightly Settled (Slightly  #2)
6069;9784091252081;犬夜叉 8
6070;9784091252074;犬夜叉 7
6071;9784091256447;犬夜叉 24
6072;9784091256485;犬夜叉 28
6073;9784091252043;犬夜叉 4
6074;9784091256423;犬夜叉 22
6075;9784091256461;犬夜叉 26
6076;9784091255822;犬夜叉 12
6077;9784091255877;犬夜叉 17
6078;9784091255846;犬夜叉 14
6079;9784091252104;犬夜叉 10
6080;9784091252012;犬夜叉 1
6081;9784091256478;犬夜叉  27
6082;9781569311936;The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4)
6083;9781569312100;The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6)
6084;9788484497288;Lamu: Urusei Yatsura  3
6085;9781569310359;The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2)
6086;9781569310199;Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1)
6087;9784091265128;らんま½ 12
6088;9781591162865;Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12)
6089;9781413901436;Your and My Secret  Vol. 1
6090;9780345459848;A Man Rides Through (Mordant's Need  #2)
6091;9780006163831;The One Tree (The Second Chronicles of Thomas Covenant  #2)
6092;9780553071795;The Gap Into Madness: Chaos and Order (Gap  #4)
6093;9780553297607;The Gap Into Vision: Forbidden Knowledge (Gap  #2)
6094;9780345418470;The One Tree (The Second Chronicles of Thomas Covenant  #2)
6095;9780553562606;The Gap Into Power: A Dark and Hungry God Arises (Gap  #3)
6096;9781421513683;Pretty Face  Vol. 1
6097;9781889963853;Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures
6098;9780373255597;Just Another Pretty Face (Hollywood Dynasty  #2)
6099;9780316058780;Skylight Confessions
6100;9780316154093;The Foretelling
6101;9780316010191;Incantation
6102;9780425190371;Practical Magic (Practical Magic #1)
6103;9780345455918;The Probable Future
6104;9780805210552;The Complete Stories
6105;9780805210644;Amerika
6106;9780679423034;Collected Stories
6107;9780816615155;Kafka: Toward a Minor Literature
6108;9780393058482;The Annotated Brothers Grimm
6109;9780517229255;The Complete Brothers Grimm Fairy Tales
6110;9780553382167;The Complete Fairy Tales of The Brothers Grimm
6111;9780515130997;Beyond Innocence (Beyond Duet  #1)
6112;9781401211325;Emma  Vol. 01
6113;9780812551242;Drum Into Silence (Drums of Chaos  #3)
6114;9780886776176;Dance Down the Stars (Duel of Sorcery: Dancer  #3)
6115;9780812551235;Drum Calls (Drums of Chaos  #2)
6116;9780886776503;Fire in the Sky (Diadem: Shadowsong  #1)
6117;9780886771386;Quester's Endgame
6118;9780886774677;Shadowkill (Diadem: Shadith's Quest  #3)
6119;9781400040353;Lidia's Family Table
6120;9781400040360;Lidia's Italy
6121;9780767914222;La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast
6122;9781559360807;Blood Wedding and Yerma
6123;9780374528553;Selected Verse
6124;9780060976118;Operation Wandering Soul
6125;9780312423131;Galatea 2.2
6126;9780060975098;Three Farmers on Their Way to a Dance
6127;9781405153607;Christian Theology: An Introduction
6128;9780099453833;The Time of Our Singing
6129;9781405153584;The Christian Theology Reader
6130;9780060977085;Prisoner's Dilemma
6131;9780385722162;In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture
6132;9780099284468;Gain
6133;9780029227961;Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan
6134;9780679776215;The Grotesque
6135;9781400075485;Port Mungo
6136;9780618506910;Entre Amis: An Interactive Approach
6137;9780099285823;Experience
6138;9780375701153;Heavy Water and Other Stories
6139;9780099461876;Visiting Mrs Nabokov and Other Excursions
6140;9780571212002;Intimacy And Other Stories
6141;9780571200436;The Buddha of Suburbia
6142;9780006861355;Image-Music-Text
6143;9780795000379;Camera Lucida: Reflections on Photography
6144;9780520071773;The Fashion System
6145;9780520072381;The Responsibility of Forms: Critical Essays on Music  Art  and Representation
6146;9780224011877;The Pleasure of the Text
6147;9780099428633;How to Travel with a Salmon & Other Essays
6148;9780151001361;How to Travel with a Salmon and Other Essays
6149;9782253033134;Le Nom de la rose
6150;9788497824613;Os libros arden mal
6152;9781556591600;The Book of Questions
6153;9781570915062;Bugs for Lunch/Insectos para el almuerzo
6154;9781578050499;My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark
6155;9780330351744;Pilgrims and Other Stories
6156;9780142002834;The Last American Man
6157;9780395924853;Pilgrims Pa
6158;9780618127337;Stern Men
6159;9780312286217;A Writer's Workbook: Daily Exercises for the Writing Life
6160;9780060525125;Size 14 Is Not Fat Either (Heather Wells  #2)
6161;9780060874308;Missing You (1-800-Where-R-You  #5)
6162;9780060851989;Queen of Babble (Queen of Babble  #1)
6163;9780060525118;Size 12 Is Not Fat (Heather Wells  #1)
6164;9780060880125;How to Be Popular
6165;9780060847180;Valentine Princess (The Princess Diaries  #7.75)
6166;9780060725143;Darkest Hour (The Mediator  #4)
6167;9780060085445;She Went All the Way
6168;9780375828461;Are We There Yet?
6169;9780375832994;Boy Meets Boy
6170;9780439890281;This Is Push: New Stories from the Edge
6171;9780375836572;The Realm of Possibility
6172;9780439087308;Ten Things I Hate about You
6173;9780439736466;Where We Are  What We See: The Best Young Writers and Artists in America
6174;9780505524744;Aphrodite's Passion (Superhero Central #2)
6175;9780743496148;The Manolo Matrix (Codebreaker Trilogy #2)
6176;9780505523976;The Cat's Fancy
6177;9780425215388;Demons Are Forever (Demon-Hunting Soccer Mom  #3)
6178;9780505525093;Aphrodite's Secret (Superhero Central #3)
6179;9780425213919;The Good Ghouls' Guide to Getting Even (Beth Frasier #1)
6180;9780505525758;Aphrodite's Flame (Superhero Central #4)
6181;9780515142211;Carpe Demon (Demon-Hunting Soccer Mom  #1)
6182;9781931520119;Perfect Circle
6183;9780192893222;The Great Philosophers: An Introduction to Western Philosophy
6184;9780192854179;Talking Philosophy: Dialogues with Fifteen Leading Philosophers
6185;9780751333329;The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas
6186;9780472064847;Feminist Measures: Soundings in Poetry and Theory
6187;9780198284543;Taxation of Mineral Rents
6188;9780393978513;Dubliners
6189;9780140247749;Dubliners: Text  Criticism  and Notes
6190;9780060789565;Dubliners
6191;9780764537158;CliffsNotes on Joyce's Dubliners (Cliffs Notes)
6192;9780439774383;The Door to Time (Ulysses Moore  #1)
6193;9780060590154;Ulysses S. Grant: The Unlikely Hero
6194;9780805069495;Ulysses S. Grant
6195;9780807840894;Allusions in Ulysses: An Annotated List
6196;9780750937252;Ulysses Found
6197;9781904148456;The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece
6198;9780312274924;Round Ireland with a Fridge
6199;9780971500761;Discovery of the Presence of God: Devotional Nonduality
6200;9780971500747;Transcending the Levels of Consciousness: The Stairway to Enlightenment
6201;9780964326194;The Eye of the I: From Which Nothing is Hidden
6202;9780299178000;Letters to J. D. Salinger
6203;9780791056646;J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations)
6204;9780812416114;Lord of the Flies
6205;9780689835612;Where Is Baby's Mommy? (A Lift-the-Flap Book)
6206;9780689849251;Counting Christmas
6207;9780345461612;Running from the Deity (Pip & Flinx #11)
6208;9780345461278;Lost and Found
6209;9780345418685;Reunion (Pip & Flinx #8)
6210;9780727852663;The Dig
6211;9780380793471;Regarding the Fountain: A Tale  in Letters  of Liars and Leaks
6212;9780743518369;Pimsleur German Level 1 CD: [Lessons 1-30]
6213;9780375424434;The Architecture of Happiness
6214;9780679779179;The Consolations of Philosophy
6215;9780679779155;How Proust Can Change Your Life
6216;9780312155612;Kiss & Tell
6217;9780140276619;The Consolations of Philosophy
6218;9780375725357;Status Anxiety
6219;9780802142405;On Love
6220;9781573229715;Miracle at St. Anna
6221;9783426612781;Die Farbe von Wasser
6222;9780786930678;Dragons of Winter Night (Dragonlance: Chronicles #2)
6223;9781932796780;Dragons of Winter Night (Dragonlance: Chronicles  #2)
6224;9780441012596;Dragon's Treasure
6225;9780743498098;Watchtower (Chronicles of Tornor  #1)
6226;9781400032389;Letters to a Young Artist
6227;9781583332054;The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body
6228;9780613046886;La casa en Mango Street
6229;9780791063378;Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations)
6230;9780143039600;The Dharma Bums
6231;9780307335852;The Alchemist's Daughter
6232;9781421507668;The Art of Fullmetal Alchemist: The Anime
6233;9781421508382;Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11)
6234;9780131445963;Astronomy Today
6235;9780764584657;Astronomy For Dummies
6236;9780471265184;Astronomy: A Self-Teaching Guide
6237;9780131871656;Astronomy: A Beginner's Guide to the Universe
6238;9780471409762;Bad Astronomy
6239;9780500251218;The Complete World of Greek Mythology
6240;9780446607254;Mythology: Timeless Tales of Gods and Heroes
6241;9780316341516;Mythology
6242;9780375714627;Mythology: The DC Comics Art of Alex Ross
6243;9780195153828;Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs
6244;9780517588376;Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert
6245;9781857880786;Snapshots From Hell: The Making Of An MBA
6246;9780805413991;Watchmen on the Walls
6247;9780446691864;America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition)
6248;9780684849300;The Children's Book of America
6249;9780439050135;The Journal of Scott Pendleton Collins: A World War 2 Soldier
6250;9780762412631;The New Big Book of America
6251;9780226182001;Awake in the Dark: The Best of Roger Ebert
6253;9780836279290;The Perfect London Walk
6254;9780452287679;The Truth with Jokes
6255;9780452285217;Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right
6257;9780553470949;You're Good Enough  You're Smart Enough  & Doggone It  People Like You!
6258;9780440504702;I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!
6259;9780618083619;J.R.R. Tolkien: Artist and Illustrator
6260;9780618391134;The J.R.R. Tolkien Companion and Guide
6261;9780618894642;The Children of Húrin
6262;9780345458568;Tales Before Tolkien: The Roots of Modern Fantasy
6263;9780618391028;The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology
6264;9780395606490;Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9)
6265;9780618391011;The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide
6266;9780007149124;Tales from the Perilous Realm
6267;9780898708257;Tolkien: Man and Myth: A Literary Life
6268;9780007149117;Roverandom
6269;9780007137435;The History of Middle-Earth Index (The History of Middle-Earth  #13)
6270;9780261102255;The Lost Road and Other Writings (The History of Middle-earth  #5)
6271;9781403969736;Tolkien's Modern Middle Ages
6272;9780618422531;Understanding The Lord of the Rings: The Best of Tolkien Criticism
6273;9782266102711;Faërie
6274;9780261103306;The Hobbit  or  There and Back Again
6275;9781421505077;Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36)
6276;9781569319628;Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1)
6277;9781421505060;Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35)
6278;9781421505053;Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34)
6279;9781591161295;Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7)
6280;9781591164845;Mermaid Saga  Vol. 2
6281;9780380815593;The Mermaids Singing
6282;9781421502793;Maison Ikkoku  Volume 15 (Maison Ikkoku  #15)
6283;9781421501420;Maison Ikkoku  Volume 14 (Maison Ikkoku  #14)
6284;9781591168690;Maison Ikkoku  Volume 12 (Maison Ikkoku  #12)
6285;9781591163190;Maison Ikkoku  Volume 5 (Maison Ikkoku  #5)
6286;9781591164227;Maison Ikkoku  Volume 6 (Maison Ikkoku  #6)
6287;9781591168041;Maison Ikkoku  Volume 11 (Maison Ikkoku  #11)
6288;9781591166177;Maison Ikkoku  Volume 9 (Maison Ikkoku  #9)
6289;9781569312063;Rumic World Trilogy  Volume 3 (Rumic World Trilogy  #3)
6290;9781591163527;Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4)
6291;9781591163541;Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6)
6292;9781591164128;Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5)
6293;9781591163558;Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7)
6294;9782723433921;Nausicaä De La Vallée Du Vent  Tome 4
6295;9782723433914;Nausicaä de la vallée du vent  tome 3
6296;9780897330596;Homer's Daughter
6297;9781401210823;The Absolute Sandman  Volume One
6298;9781563892271;Preludes & Nocturnes (The Sandman  #1)
6299;9780801870569;Berlin Diary: The Journal of a Foreign Correspondent 1934-1941
6300;9781585672790;This Is Berlin: Reporting from Nazi Germany 1938-40
6301;9781841581224;The Nightmare Years: 1930-40 (20th Century Journey  #2)
6302;9780306805622;The Collapse of the Third Republic
6303;9780312321192;Something Borrowed (Darcy & Rachel  #1)
6304;9780843947250;Something Borrowed  Something Blue
6305;9780451530370;The Major Plays
6306;9780393048858;The Complete Plays
6307;9780393924657;Anton Chekhov's Selected Plays
6308;9780393090024;Short Stories
6309;9781593080037;Ward No. 6 and Other Stories
6310;9780312862176;The Dark Descent
6311;9780812509663;The Medusa in the Shield
6312;9780812509670;A Fabulous  Formless Darkness
6313;9780246136671;The Dark Descent  Vol 1: The Color of Evil
6314;9780143036975;Bargaining for Advantage: Negotiation Strategies for Reasonable People
6315;9780140281910;Bargaining for Advantage: Negotiation Strategies for Reasonable People
6316;9781850522317;The Silence of the Lambs and Red Dragon
6317;9780851708713;The Silence of the Lambs
6318;9780812966299;King Solomon's Mines (Allan Quatermain  #1)
6319;9780698117976;Mine  All Mine!: A Book About Pronouns
6320;9780756611774;A Faith Like Mine
6321;9781880216620;Speaks the Nightbird (Matthew Corbett  #1)
6322;9780393306958;The Bishop's Boys: A Life of Wilbur and Orville Wright
6323;9780399532979;The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia
6324;9780387222523;Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide
6325;798499100096;Healing Therapies for Overcoming Insomnia
6326;9780843954111;The Attraction
6327;9780843951776;Nightmare House (Harrow House  #1)
6328;9780843954104;The Abandoned (Harrow House  #4)
6329;9780843945805;The Nightmare Chronicles
6330;9780843947663;Mischief (Harrow House  #2)
6331;9781881475712;Purity (Dark Coming of Age  #1)
6332;9780843951424;The Hour Before Dark
6333;9780843944396;The Halloween Man
6334;9780393324143;The Sisters: The Saga of the Mitford Family
6335;9781582344720;Soldiers of Salamis
6336;9780026995016;Spandau: The Secret Diaries
6337;9780307350435;El coronel no tiene quien le escriba
6338;9780517405093;Of Love and Other Demons
6339;9780307350503;Noticia de un secuestro
6340;9781400034710;Chronicle of a Death Foretold
6341;9780307350510;Ojos de perro azul
6342;9781400043330;The General in His Labyrinth
6343;9780307350367;La increíble y triste historia de la cándida Eréndira y de su abuela desalmada
6344;9780060882860;The Autumn of the Patriarch
6345;9780307350275;Cien años de soledad
6346;9788467204360;El amor en los tiempos del cólera
6347;9780307350404;Relato de un náufrago
6348;9788501011206;Relato de Um Náufrago
6349;9780140422153;The Complete Poems
6350;9780486281223;The Marriage of Heaven and Hell
6351;9780300100303;The Stranger from Paradise: A Biography of William Blake
6352;9780385074070;The Complete Stories and Poems
6353;9780785814535;Complete Tales and Poems
6354;9780694524198;The Edgar Allan Poe Audio Collection
6355;9780440322276;18 Best Stories by Edgar Allan Poe
6356;9780517082454;Complete Poems (Library of Classic Poets)
6357;9780816041619;Edgar Allan Poe A to Z
6358;9780140234442;Selected Letters  1940-1956
6359;9780802133311;The Wild Boys
6360;9780802133304;Nova Express (The Nova Trilogy  #3)
6361;9780802137784;Last Words: The Final Journals
6362;9780802133298;The Soft Machine (The Nova Trilogy #1)
6363;9780142003169;Junky
6364;9780330300162;Queer
6365;9780312278465;Cities of the Red Night
6366;9781889307152;William S. Burroughs  Throbbing Gristle  Brion Gysin
6367;9781584350101;Burroughs Live: The Collected Interviews  1960-1997
6368;9780140094541;My Education: A Book of Dreams
6369;9780393057249;Trainspotting (Mark Renton  #2)
6370;9780851708706;Trainspotting
6371;9782020336468;Trainspotting
6372;9780393315639;Marabou Stork Nightmares
6373;9780413728609;You'll Have Had Your Hole
6374;9782020416405;Ecstasy
6375;9780393318685;Filth
6376;9780767920094;The Female Brain
6377;9781400034222;Imaginary Friends
6378;9780553122756;Scribble  Scribble: Notes on the Media
6379;9780930588793;Life Amongst the Modocs
6380;9780312925741;Devil's Backbone
6381;9788483101612;Soldados de Salamina
6382;9780307336132;Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!
6385;9780439507233;The Deep (Dive  #2)
6386;9780439507226;The Discovery (Dive  #1)
6387;9780970312532;New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs
6388;9780439651394;The Stowaway Solution (On The Run  #4)
6389;9780439847773;The Abduction (Kidnapped  #1)
6390;9780439651370;The Fugitive Factor (On The Run  #2)
6391;9780439651363;Chasing The Falconers (On The Run  #1)
6392;9780590427692;Losing Joe's Place
6393;9780590255226;Something Fishy at Macdonald Hall (Macdonald Hall  #7)
6394;9780590441742;The Zucchini Warriors (Macdonald Hall  #5)
6395;9780613589451;The Contest (Everest Trilogy)
6396;9780613674836;The Deep (Dive Trilogy)
6397;9780439294843;No More Dead Dogs
6398;9780590419277;Radio Fifth Grade
6399;9780613584661;The Climb (Everest Trilogy)
6400;9780439401395;The Contest (Everest  #1)
6401;9780340425671;Casino Royale (James Bond  #1)
6402;9780399242137;The Eternal Flame (Merlin  #11)
6403;9780803494664;The Ivy Tree
6404;9780590396431;Street Magic (The Circle Opens  #2)
6405;9781416903444;Wolf-Speaker (Immortals  #2)
6406;9781579124571;Leonardo's Notebooks
6407;9780060931407;The Golden Notebook
6408;9780140289206;Gödel  Escher  Bach: An Eternal Golden Braid
6409;9781585360727;M Is for Mayflower: A Massachusetts Alphabet
6410;9780375839375;Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2)
6411;9780803724624;William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4)
6412;9781416933960;Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth
6413;9780446403382;Death of a Charming Man (Hamish Macbeth  #10)
6414;9780521618755;The Merchant of Venice
6415;9780060739423;Catherine  Called Birdy
6416;9780141005348;How to Build a Time Machine
6417;9780763628321;Around the World in 8 1/2 Days (Judy Moody #7)
6418;9780763626150;Judy Moody  M.D.: The Doctor is In! (Judy Moody #5)
6419;9780763623432;Judy Moody Predicts the Future (Judy Moody  #4)
6420;9780763628000;Judy Moody Declares Independence (Judy Moody #6)
6421;9780763619312;Judy Moody Gets Famous! (Judy Moody  #2)
6422;9780763620875;Judy Moody Saves the World! (Judy Moody #3)
6423;9781416909057;Amelia's Notebook (Amelia's Notebooks  #1)
6424;9780689870408;Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15)
6425;9780064410939;Charlotte's Web
6426;9780061127762;Charlotte's Web
6427;9780060882617;Charlotte's Web
6428;9780060882815;Charlotte's Web: Wilbur Finds a Friend
6429;9781887953795;Secrets of the Scorpion
6430;9780385339698;The Runaway Jury
6431;9780440418412;The Boys Start the War (Boy/Girl Battle  #1)
6432;9780440409717;The Boys Start the War  the Girls Get Even
6433;9780553175264;Boys Against Girls (Sweet Valley Twins  #17)
6434;9780553155716;Boys Against Girls (Sweet Valley Twins  #17)
6435;9780451527745;Alice's Adventures in Wonderland & Through the Looking-Glass
6436;9780689847431;Alice's Adventures in Wonderland: A Pop-Up Adaptation
6437;9781593080150;Alice's Adventures in Wonderland and Through the Looking Glass
6438;9780763620493;Alice's Adventures in Wonderland
6439;9780141439761;Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2)
6440;9780763608040;Alice's Adventures in Wonderland
6441;9780345362391;The Art of Warfare
6442;9780446613446;"The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2)"
6443;9780778321712;Black Ice (Ice  #1)
6444;9780765345516;A Cavern of Black Ice (Sword of Shadows  #1)
6445;9781569473337;White Sky  Black Ice (Nathan Active Mystery  #1)
